Peano Meter,Final Voltage A (V),Final Voltage B (V),Final Voltage C (V),Distance to Transformer (m),Load A (kW),Load B (kW),Load C (kW),Group,Phases,Meter X,Meter Y,New Phase,New Load A,New Load B,New Load C
28466838,222.8739136852875,215.9396407473571,225.68805723909355,528.8793298535999,0.0,0.0,0.0,Group 1,B,1101386.9681085,1650798.0995490002,C,0.0,0.0,0.0
6201162483,216.21302637282525,222.10155445379715,225.0688490891547,521.0835120338731,0.04,0.0,0.0,Group 2,A,1100605.9481085,1650692.955549,A,0.04,0.0,0.0
25607062,227.68928931957635,229.34820280460892,228.8533571527244,113.00093756938355,0.05,0.0,0.0,Group 1,A,1101045.8851085,1650929.783549,A,0.05,0.0,0.0
6200499162,222.29227360466965,227.02338177357677,227.11023194989818,225.37367191870987,0.0,0.3,0.0,Group 1,B,1101054.5521085,1650642.0015490002,C,0.0,0.0,0.3
6300558135,221.62397446376116,223.68361044777652,225.34075691812956,209.83570204686464,0.0,0.11,0.0,Group 2,B,1100919.4751085,1650661.2545490002,B,0.0,0.11,0.0
5700296698,216.4497086132586,225.4380362573094,224.94920478695903,410.0960823135091,0.43,0.0,0.0,Group 1,A,1101240.0551085,1650599.551549,A,0.43,0.0,0.0
18057387,216.48803341738838,222.10155445379715,225.0688490891547,417.2122555561161,0.19,0.0,0.0,Group 2,A,1100713.6811085,1650682.625549,C,0.0,0.0,0.19
23871413,216.48803341738838,222.10155445379715,225.0688490891547,417.2122555561161,0.43,0.0,0.0,Group 2,A,1100709.3701085,1650678.843549,C,0.0,0.0,0.43
21447533,216.85624527527196,222.10155445379715,225.0688490891547,376.9248776477245,0.0,0.4,0.0,Group 2,B,1100749.5681085,1650678.5795490001,A,0.4,0.0,0.0
6001297810,216.53499386717954,222.2010773323243,225.05787102503933,380.8685360160745,0.15,0.0,0.0,Group 2,A,1100777.8931085,1650628.7615490002,A,0.15,0.0,0.0
20225787,214.81400857659864,222.2010773323243,225.05787102503933,594.4889711171792,0.02,0.0,0.0,Group 2,A,1100646.4171085,1650630.286549,A,0.02,0.0,0.0
6001189669,228.09596751012344,229.41386851237968,229.0936941495531,76.75131902428355,0.19,0.0,0.0,Group 1,A,1101075.5931085,1650929.536549,C,0.0,0.0,0.19
22015917,228.94721444480993,229.68056860149875,229.51098629356716,39.883331423,0.18,0.0,0.0,Group 1,A,1101080.7341085,1650888.324549,C,0.0,0.0,0.18
6500754272,227.9535832905951,228.87232747689154,229.0927509485756,216.06227577660363,0.0,0.0,0.0,Group 1,A,1100899.9091085,1650887.371549,A,0.0,0.0,0.0
14108965,228.09350811281337,228.91800112753006,229.16927746660275,158.75352525290361,0.16,0.0,0.0,Group 1,A,1100934.5861085,1650855.8295490001,A,0.16,0.0,0.0
B574886,227.5754871900481,228.73718944469573,229.07349944211072,266.87227355871994,0.32,0.0,0.0,Group 1,A,1100822.6771085,1650880.130549,A,0.32,0.0,0.0
22040015,227.51101769711866,228.73718944469573,229.07349944211072,302.10244079505856,0.1,0.0,0.0,Group 1,A,1100822.6991085,1650896.2785490002,A,0.1,0.0,0.0
14852683,227.93140471768433,228.84934415368272,229.07349944211072,187.96189470101993,0.0,0.0,0.16,Group 1,C,1100893.9821085,1650861.7925490001,A,0.16,0.0,0.0
6000143106,219.97467037699332,222.58424236924,225.22440461656308,259.599020594863,0.0,0.3,0.0,Group 2,B,1100862.0911085,1650668.4435490002,C,0.0,0.0,0.3
5801028005,220.22248094347816,222.1579006399432,225.22827710747427,330.8519918090794,0.17,0.0,0.0,Group 2,A,1100856.7431085,1650586.084549,C,0.0,0.0,0.17
29723932,216.4497086132586,225.4380362573094,224.94920478695903,410.0960823135091,0.0,0.0,0.41,Group 1,C,1101235.6821085,1650597.222549,C,0.0,0.0,0.41
17306828,228.4057788439861,229.03576903340246,229.3115568553604,122.62801107193212,0.0,0.0,0.23,Group 1,C,1100966.5331085,1650852.684549,C,0.0,0.0,0.23
24039522,225.1686172904843,228.37570285378936,228.4208327792176,165.4990429477155,0.29,0.0,0.0,Group 1,A,1101025.0421085,1650733.399549,A,0.29,0.0,0.0
23505215,225.0521937404855,228.37570285378936,228.4208327792176,193.7308551460155,0.53,0.0,0.0,Group 1,A,1101003.1101085,1650742.4745490002,A,0.53,0.0,0.0
5600570171,228.00924977881704,229.370120491447,229.42428956517531,136.26855611622858,0.22,0.0,0.0,Group 1,A,1101172.5391085,1650780.938549,A,0.22,0.0,0.0
6000585487,227.99814909496004,229.35442116735956,229.42428956517531,205.45752248303378,0.0,0.02,0.0,Group 1,B,1101236.2781085,1650771.647549,B,0.0,0.02,0.0
28466825,227.40659212183644,226.55188581563118,228.45322103934777,85.57384876636817,0.0,0.16,0.0,Group 1,B,1101173.6101085,1650862.9175490001,C,0.0,0.0,0.16
5900987786,227.40659212183644,226.55188581563118,228.45322103934777,85.57384876636817,0.1,0.0,0.0,Group 1,A,1101154.5511085,1650862.553549,C,0.0,0.0,0.1
6001189665,225.138909681252,223.42888034674925,226.9768947659938,171.85873261141117,0.13,0.0,0.0,Group 1,A,1101255.6501085,1650868.6195490002,B,0.0,0.13,0.0
6100611741,224.2505720516351,221.8660961915165,226.38561140617108,216.09863262475744,0.0,0.0,0.16,Group 1,C,1101300.9901085,1650871.2485490001,B,0.0,0.16,0.0
6300264077,223.33250975998288,221.99741253678638,225.7815684627253,293.91218357341046,0.01,0.0,0.0,Group 1,A,1101301.7431085,1650802.578549,A,0.01,0.0,0.0
5900989008,223.32283682758532,221.9645648588059,225.6425757366605,287.2634523792657,0.29,0.0,0.0,Group 1,A,1101281.1581085,1650796.353549,B,0.0,0.29,0.0
21431491,223.15073405623662,221.8764692277824,225.26981108353155,326.0850242560048,0.2,0.0,0.0,Group 1,A,1101270.2221085,1650742.720549,B,0.0,0.2,0.0
22857492,223.1761546628312,216.39304132850333,225.76435100904843,401.90745639045724,0.0,0.11,0.0,Group 1,B,1101491.1171085,1650859.108549,C,0.0,0.0,0.11
16328556,223.40633529188622,217.7209091061508,225.93291985789426,349.83049087630724,0.0,0.17,0.0,Group 1,B,1101439.2001085,1650864.772549,C,0.0,0.0,0.17
5900987783,223.64332594600248,219.10158754808475,226.09155327652593,302.96722482442743,0.0,0.18,0.0,Group 1,B,1101377.8451085,1650864.4675490002,A,0.18,0.0,0.0
21860931,223.64332594600248,219.10158754808475,226.09155327652593,302.96722482442743,0.0,0.25,0.0,Group 1,B,1101382.1951085,1650868.1405490001,A,0.25,0.0,0.0
5801357073,216.20200752614846,222.10155445379715,225.0688490891547,551.6013626790732,0.09,0.0,0.0,Group 2,A,1100568.6561085,1650698.911549,A,0.09,0.0,0.0
5700801278,223.1566112659204,215.10234437227493,225.65885332680637,548.2863764778074,0.0,0.01,0.0,Group 1,B,1101561.1361085,1650792.465549,B,0.0,0.01,0.0
6200497949,227.93140471768433,228.84934415368272,229.07349944211072,187.96189470101993,0.0,0.18,0.0,Group 1,B,1100891.6541085,1650864.961549,B,0.0,0.18,0.0
28462846,216.23213880198608,222.10155445379715,225.0688490891547,484.4364460519861,0.0,0.0,0.0,Group 2,A,1100631.5131085,1650683.421549,A,0.0,0.0,0.0
6100612078,216.48803341738838,222.10155445379715,225.0688490891547,417.2122555561161,0.26,0.0,0.0,Group 2,A,1100698.6891085,1650683.885549,C,0.0,0.0,0.26
15797921,216.85624527527196,222.10155445379715,225.0688490891547,376.9248776477245,0.0,0.15,0.0,Group 2,B,1100738.6231085,1650679.507549,B,0.0,0.15,0.0
5600570173,216.85624527527196,222.10155445379715,225.0688490891547,376.9248776477245,0.0,0.18,0.0,Group 2,B,1100753.5491085,1650678.313549,C,0.0,0.0,0.18
15413724,216.53499386717954,222.2010773323243,225.05787102503933,380.8685360160745,0.15,0.0,0.0,Group 2,A,1100775.7701085,1650644.151549,C,0.0,0.0,0.15
6200638011,215.74550259837315,222.2010773323243,225.05787102503933,428.1493782048483,0.26,0.0,0.0,Group 2,A,1100765.7541085,1650594.797549,A,0.26,0.0,0.0
C869732,227.33819006137873,229.23143844591596,228.394474534433,170.69354845258601,0.0,0.0,0.13,Group 1,C,1100986.1491085,1650947.7885490002,C,0.0,0.0,0.13
14428686,227.30091020373158,229.21710922427656,228.38537865523028,160.51274975924932,0.12,0.0,0.0,Group 1,A,1100985.1071085,1650925.929549,C,0.0,0.0,0.12
6001184645,227.30091020373158,229.21710922427656,228.38537865523028,160.51274975924932,0.14,0.0,0.0,Group 1,A,1101000.3601085,1650925.833549,C,0.0,0.0,0.14
17772655,228.09596751012344,229.41386851237968,229.0936941495531,76.75131902428355,0.0,0.11,0.0,Group 1,B,1101086.7321085,1650925.513549,B,0.0,0.11,0.0
6200566021,224.3263553763073,222.0925443124191,226.43085483792777,233.134958966757,0.0,0.13,0.0,Group 1,B,1101303.4221085,1650884.239549,B,0.0,0.13,0.0
6001243172,227.9535832905951,228.87232747689154,229.0927509485756,216.06227577660363,0.06,0.0,0.0,Group 1,A,1100900.3771085,1650891.3495490002,A,0.06,0.0,0.0
5901166592,227.9535832905951,228.87232747689154,229.0927509485756,216.06227577660363,0.13,0.0,0.0,Group 1,A,1100903.7121085,1650886.728549,A,0.13,0.0,0.0
22456454,227.98096717864988,228.87232747689154,229.00742631953193,221.5073026684801,0.0,0.0,0.14,Group 1,C,1100873.2491085,1650816.449549,C,0.0,0.0,0.14
21975395,218.65577641343322,222.3620351336902,225.13822820137204,300.2587653952445,0.0,0.22,0.0,Group 2,B,1100821.7321085,1650672.9945490002,A,0.22,0.0,0.0
5800935971,219.97467037699332,222.58424236924,225.22440461656308,259.599020594863,0.0,0.56,0.0,Group 2,B,1100858.0221085,1650668.747549,C,0.0,0.0,0.56
6200718001,224.73551513003457,226.08221081292476,225.82066499028147,207.00439483886052,0.18,0.0,0.0,Group 2,A,1101043.3921085,1650570.7715490002,A,0.18,0.0,0.0
6000583146,222.74822469024815,224.5127207709102,225.4169972063828,177.92350003004464,0.0,0.0,0.9,Group 2,C,1100943.6281085,1650662.706549,B,0.0,0.9,0.0
6001189666,220.25063905754135,222.1827120299445,225.23329609762717,291.13348982337936,0.0,0.79,0.0,Group 2,B,1100856.3541085,1650617.0755490002,B,0.0,0.79,0.0
6100612080,215.5641743255701,222.2010773323243,225.05787102503933,478.7169627086283,0.0,0.0,0.0,Group 2,A,1100799.6251085,1650590.3665490001,A,0.0,0.0,0.0
6100612329,229.30290719417482,229.49935285674167,229.7213072710156,46.89737720433402,0.0,0.51,0.0,Group 1,B,1101041.8551085,1650858.3495490002,C,0.0,0.0,0.51
5901031955,229.87631673160794,229.91647166783127,229.95350305965354,7.824257223834014,0.0,0.0,0.0,Group 1,A,1101071.0501085,1650861.412549,C,0.0,0.0,0.0
6300264076,228.68539534271451,228.26824751353053,229.25268854752593,41.342855414352705,0.41,0.0,0.0,Group 1,A,1101129.4101085,1650863.6235490001,B,0.0,0.41,0.0
28464603,227.40659212183644,226.55188581563118,228.45322103934777,85.57384876636817,0.17,0.0,0.0,Group 1,A,1101154.6071085,1650866.5285490002,B,0.0,0.17,0.0
5900989012,226.36457386588984,225.1761085748631,227.76626630223942,123.58230624905069,0.0,0.0,0.13,Group 1,C,1101193.9381085,1650862.945549,A,0.13,0.0,0.0
14802927,225.138909681252,223.42888034674925,226.9768947659938,171.85873261141117,0.1,0.0,0.0,Group 1,A,1101255.7001085,1650864.6395490002,B,0.0,0.1,0.0
6001189671,224.2505720516351,221.8660961915165,226.38561140617108,216.09863262475744,0.0,0.0,0.12,Group 1,C,1101304.9711085,1650871.448549,B,0.0,0.12,0.0
22456413,223.32283682758532,221.9645648588059,225.6425757366605,287.2634523792657,0.14,0.0,0.0,Group 1,A,1101277.5501085,1650777.6195490002,B,0.0,0.14,0.0
9758579,223.1761546628312,216.39304132850333,225.76435100904843,401.90745639045724,0.0,0.08,0.0,Group 1,B,1101487.2221085,1650859.696549,B,0.0,0.08,0.0
6300591706,223.8683389043416,220.4543861234822,226.2355426401582,260.4306275943574,0.57,0.0,0.0,Group 1,A,1101339.0811085,1650868.165549,A,0.57,0.0,0.0
5600594884,227.93140471768433,228.84934415368272,229.07349944211072,187.96189470101993,0.0,0.0,0.02,Group 1,C,1100904.6841085,1650863.7045490001,B,0.0,0.02,0.0
6100243852,223.1566112659204,215.10234437227493,225.65885332680637,548.2863764778074,0.0,0.09,0.0,Group 1,B,1101561.9131085,1650783.0385490002,B,0.0,0.09,0.0
6200920182,216.20200752614846,222.10155445379715,225.0688490891547,551.6013626790732,0.0,0.0,0.0,Group 2,A,1100570.4431085,1650703.928549,A,0.0,0.0,0.0
15413721,216.23213880198608,222.10155445379715,225.0688490891547,484.4364460519861,0.2,0.0,0.0,Group 2,A,1100643.0821085,1650681.7815490002,A,0.2,0.0,0.0
6500031778,227.93140471768433,228.84934415368272,229.07349944211072,187.96189470101993,0.0,0.0,0.07,Group 1,C,1100909.2851085,1650863.6805490002,A,0.07,0.0,0.0
6201162484,216.23213880198608,222.10155445379715,225.0688490891547,484.4364460519861,0.37,0.0,0.0,Group 2,A,1100631.9111085,1650687.550549,A,0.37,0.0,0.0
20102256,216.23213880198608,222.10155445379715,225.0688490891547,484.4364460519861,0.05,0.0,0.0,Group 2,A,1100646.4891085,1650682.1775490001,A,0.05,0.0,0.0
6201162485,217.03287038534438,222.2010773323243,225.05787102503933,355.12867274897445,0.0,0.0,0.03,Group 2,C,1100783.5921085,1650666.054549,C,0.0,0.0,0.03
6100612081,215.10394787625336,222.2010773323243,225.05787102503933,478.8465663414983,0.17,0.0,0.0,Group 2,A,1100716.1351085,1650595.726549,A,0.17,0.0,0.0
14851024,214.94703749851377,222.2010773323243,225.05787102503933,506.8148883148983,0.05,0.0,0.0,Group 2,A,1100694.0461085,1650597.517549,A,0.05,0.0,0.0
C152996,214.84665441232838,222.2010773323243,225.05787102503933,547.5752216467492,0.02,0.0,0.0,Group 2,A,1100657.0981085,1650605.942549,A,0.02,0.0,0.0
16554860,227.30091020373158,229.21710922427656,228.38537865523028,160.51274975924932,0.02,0.0,0.0,Group 1,A,1100996.1391085,1650929.8635490001,C,0.0,0.0,0.02
18664231,227.30091020373158,229.21710922427656,228.38537865523028,160.51274975924932,0.09,0.0,0.0,Group 1,A,1100996.1391085,1650925.833549,C,0.0,0.0,0.09
14428648,227.6377565627887,229.34820280460892,228.8533571527244,130.56108609050108,0.1,0.0,0.0,Group 1,A,1101029.1981085,1650942.336549,A,0.1,0.0,0.0
6000583636,228.09596751012344,229.41386851237968,229.0936941495531,76.75131902428355,0.0,0.26,0.0,Group 1,B,1101086.6431085,1650929.536549,C,0.0,0.0,0.26
5900989013,226.57702954612952,225.47659704187998,227.9163095562045,129.6035461680682,0.11,0.0,0.0,Group 1,A,1101191.4881085,1650878.9815490001,A,0.11,0.0,0.0
C919440,228.09350811281337,228.91800112753006,229.16927746660275,158.75352525290361,0.24,0.0,0.0,Group 1,A,1100923.8241085,1650857.584549,C,0.0,0.0,0.24
6100242663,227.51101769711866,228.73718944469573,229.07349944211072,302.10244079505856,0.11,0.0,0.0,Group 1,A,1100820.0471085,1650907.899549,A,0.11,0.0,0.0
20781625,227.93140471768433,228.84934415368272,229.07349944211072,187.96189470101993,0.0,0.0,0.11,Group 1,C,1100904.8331085,1650859.8185490002,C,0.0,0.0,0.11
19955088,227.98096717864988,228.87232747689154,229.00742631953193,221.5073026684801,0.0,0.0,0.24,Group 1,C,1100875.8311085,1650821.475549,C,0.0,0.0,0.24
23268077,218.65577641343322,222.3620351336902,225.13822820137204,300.2587653952445,0.27,0.0,0.0,Group 2,A,1100822.0121084999,1650676.814549,B,0.0,0.27,0.0
23837715,218.65577641343322,222.3620351336902,225.13822820137204,300.2587653952445,0.0,0.25,0.0,Group 2,B,1100817.7601085,1650673.053549,C,0.0,0.0,0.25
6100508510,219.97467037699332,222.58424236924,225.22440461656308,259.599020594863,0.0,0.14,0.0,Group 2,B,1100862.6381085,1650672.513549,B,0.0,0.14,0.0
5800976619,224.73551513003457,226.08221081292476,225.82066499028147,207.00439483886052,0.0,0.32,0.0,Group 2,B,1101042.2811085,1650559.720549,C,0.0,0.0,0.32
6000143112,222.74822469024815,224.5127207709102,225.4169972063828,177.92350003004464,0.0,0.0,0.91,Group 2,C,1100943.2031085,1650658.7585490001,C,0.0,0.0,0.91
6000583637,228.7128101055801,229.17039051178733,229.48234722112932,87.10954993531685,0.0,0.0,0.3,Group 1,C,1100997.8411085,1650856.782549,A,0.3,0.0,0.0
21943421,225.1686172904843,228.37570285378936,228.4208327792176,165.4990429477155,0.09,0.0,0.0,Group 1,A,1101025.5761085,1650737.341549,A,0.09,0.0,0.0
6000944561,228.68539534271451,228.26824751353053,229.25268854752593,41.342855414352705,0.0,0.25,0.0,Group 1,B,1101114.3351085,1650863.3625490002,C,0.0,0.0,0.25
14851923,226.36457386588984,225.1761085748631,227.76626630223942,123.58230624905069,0.05,0.0,0.0,Group 1,A,1101212.9431085,1650863.3935490001,B,0.0,0.05,0.0
15797904,225.138909681252,223.42888034674925,226.9768947659938,171.85873261141117,0.01,0.0,0.0,Group 1,A,1101259.8791085,1650868.668549,C,0.0,0.0,0.01
22039938,223.00383082334014,221.8072067848853,224.9767427116463,385.66385356790477,0.47,0.0,0.0,Group 1,A,1101263.5091085,1650689.970549,B,0.0,0.47,0.0
C578513,223.1566112659204,215.21341640343235,225.65885332680637,484.4251555777626,0.0,0.26,0.0,Group 1,B,1101563.4971085,1650847.0525490001,B,0.0,0.26,0.0
B595852,223.1566112659204,214.8625793201327,225.65885332680637,556.7982577197606,0.0,0.14,0.0,Group 1,B,1101634.0591085,1650835.125549,B,0.0,0.14,0.0
5600600657,216.85624527527196,222.10155445379715,225.0688490891547,376.9248776477245,0.11,0.0,0.0,Group 2,A,1100734.9161085,1650680.4335490002,B,0.0,0.11,0.0
6001189650,224.3263553763073,222.06689960776677,226.43085483792777,264.400244716257,0.0,0.07,0.0,Group 1,B,1101326.7521085,1650889.2985490002,B,0.0,0.07,0.0
6200573561,216.34275980040888,222.10155445379715,225.0688490891547,453.7952243888861,0.09,0.0,0.0,Group 2,A,1100670.9831085,1650685.6945490001,A,0.09,0.0,0.0
5900344757,227.99814909496004,229.35422484564265,229.42428956517531,208.05316883793378,0.0,0.02,0.0,Group 1,B,1101240.7811085,1650765.539549,B,0.0,0.02,0.0
6100507767,217.40744039118965,222.2267995887182,225.07993642543457,340.06182331694447,0.1,0.0,0.0,Group 2,A,1100774.3581085,1650679.392549,A,0.1,0.0,0.0
5600307244,222.29227360466965,227.02338177357677,227.11023194989818,225.37367191870987,0.0,0.69,0.0,Group 1,B,1101054.7041085,1650645.385549,A,0.69,0.0,0.0
6300305635,214.84244605409725,222.2010773323243,225.05787102503933,550.4705979606892,0.2,0.0,0.0,Group 2,A,1100643.6651085,1650604.9505490002,A,0.2,0.0,0.0
6200421485,223.33250975998288,221.99741253678638,225.7815684627253,293.91218357341046,0.08,0.0,0.0,Group 1,A,1101305.9471085,1650802.533549,A,0.08,0.0,0.0
6600359478,225.33873927417085,226.42399885968297,226.09640993973943,106.87838877792817,0.0,0.0,0.4,Group 2,C,1101014.4381085,1650650.651549,C,0.0,0.0,0.4
29723933,215.35778044336337,225.18089829107387,224.63226750381318,450.3177332362091,0.55,0.0,0.0,Group 1,A,1101282.6001085,1650591.105549,C,0.0,0.0,0.55
6200500300,214.0338228106453,224.87946594320474,224.2705425096629,528.0184780323746,0.03,0.0,0.0,Group 1,A,1101361.0871085,1650569.002549,B,0.0,0.03,0.0
6000023856,214.04783769658698,224.77541418323239,224.1662079709595,521.6976297734769,1.27,1.27,1.27,Group 1,ABC,1101332.6741085,1650600.8495490002,ABC,1.27,1.27,1.27
26655645,214.43024378958876,224.926865780454,224.31807116586813,490.79349580469443,0.15,0.0,0.0,Group 1,A,1101315.2421085,1650585.080549,B,0.0,0.15,0.0
26768000,214.43024378958876,224.926865780454,224.31807116586813,490.79349580469443,0.53,0.0,0.0,Group 1,A,1101314.3161085,1650581.240549,C,0.0,0.0,0.53
5900490794,214.1205492300535,224.81251817629573,224.20341279999204,514.1264164351985,0.01,0.0,0.0,Group 1,A,1101324.1661085,1650588.9575490002,C,0.0,0.0,0.01
5600594826,215.35778044336337,225.18089829107387,224.63226750381318,450.3177332362091,0.35,0.0,0.0,Group 1,A,1101293.5251085,1650588.722549,C,0.0,0.0,0.35
5800029975,214.43024378958876,224.926865780454,224.31807116586813,490.79349580469443,0.27,0.0,0.0,Group 1,A,1101326.9861085,1650579.449549,A,0.27,0.0,0.0
6200686276,214.04783769658698,224.77541418323239,224.1662079709595,521.6976297734769,0.1,0.0,0.0,Group 1,A,1101331.1081085,1650597.047549,B,0.0,0.1,0.0
28119898,214.0341425899963,224.87946594320474,224.2705425096629,525.3881333781545,0.54,0.0,0.0,Group 1,A,1101348.2821085,1650572.434549,B,0.0,0.54,0.0
6000143109,214.0341425899963,224.87946594320474,224.2705425096629,525.3881333781545,0.88,0.0,0.0,Group 1,A,1101352.2541085,1650571.6395490002,C,0.0,0.0,0.88
5600575941,214.0341425899963,224.87946594320474,224.2705425096629,525.3881333781545,0.61,0.0,0.0,Group 1,A,1101353.1821085,1650575.546549,B,0.0,0.61,0.0
25988181,214.43024378958876,224.926865780454,224.31807116586813,490.79349580469443,0.06,0.0,0.0,Group 1,A,1101329.3991085,1650583.4715490001,C,0.0,0.0,0.06
27484206,214.0341425899963,224.87946594320474,224.2705425096629,525.3881333781545,0.1,0.0,0.0,Group 1,A,1101348.8401085,1650576.787549,C,0.0,0.0,0.1
24202432,215.35778044336337,225.18089829107387,224.63226750381318,450.3177332362091,0.12,0.0,0.0,Group 1,A,1101292.6641085,1650584.8155490002,C,0.0,0.0,0.12
5800006801,214.43024378958876,224.926865780454,224.31807116586813,490.79349580469443,0.10666666666666667,0.10666666666666667,0.10666666666666667,Group 1,ABC,1101333.3791085,1650577.3625490002,ABC,0.10666666666666667,0.10666666666666667,0.10666666666666667
28172492,216.34782786910782,225.41081828232618,224.91664202696953,413.6846421573091,0.34,0.34,0.34,Group 1,ABC,1101252.4191085,1650597.9715490001,ABC,0.34,0.34,0.34
6001185751,214.84665441232838,222.2010773323243,225.05787102503933,547.5752216467492,0.0,0.0,0.0,Group 2,A,1100652.7201085,1650602.425549,A,0.0,0.0,0.0
6600607702,223.90098945241746,222.07848858793412,226.12576276907177,237.06051102861116,0.02,0.0,0.0,Group 1,A,1101286.7351085,1650836.040549,A,0.02,0.0,0.0
6601965466,214.43024378958876,224.926865780454,224.31807116586813,490.79349580469443,0.0,0.0,0.63,Group 1,C,1101317.4041085,1650580.0315490002,C,0.0,0.0,0.63
6602539073,214.04783769658698,224.77541418323239,224.1662079709595,521.6976297734769,1.0,0.0,0.0,Group 1,A,1101327.1791085,1650597.2855490001,C,0.0,0.0,1.0
19717518,223.15995746492973,215.7084429703239,225.67691647010773,439.77636316095726,0.0,0.13,0.0,Group 1,B,1101517.9891085,1650850.536549,A,0.13,0.0,0.0
6700025924,222.9783809716426,216.0966478190318,225.71469806668463,459.5509050309914,0.0,0.0,0.0,Group 1,B,1101467.0141085,1650784.4915490001,C,0.0,0.0,0.0
6001187004,222.9783809716426,216.0966478190318,225.71469806668463,459.5509050309914,0.0,0.0,0.0,Group 1,B,1101466.2281085,1650781.2275490002,C,0.0,0.0,0.0
6700025976,214.84507936469637,222.2010773323243,225.05787102503933,534.8077791582697,0.98,0.0,0.0,Group 2,A,1100692.2081085,1650607.101549,A,0.98,0.0,0.0
6700025985,228.09596751012344,229.41386851237968,229.0936941495531,76.75131902428355,0.0,0.0,0.0,Group 1,C,1101075.4991085,1650925.593549,C,0.0,0.0,0.0
6700025999,224.617817858058,226.08221081292476,225.82066499028147,231.98765646659214,0.74,0.0,0.0,Group 2,A,1101062.2211085,1650562.711549,A,0.74,0.0,0.0
6200948384,214.94703749851377,222.2010773323243,225.05787102503933,506.8148883148983,0.14,0.0,0.0,Group 2,A,1100697.9601085,1650596.9875490002,A,0.14,0.0,0.0
6700025996,214.43024378958876,224.926865780454,224.31807116586813,490.79349580469443,0.0,0.25,0.0,Group 1,B,1101318.8531085,1650583.5525490001,B,0.0,0.25,0.0
17426406,223.15995746492973,215.7084429703239,225.67691647010773,439.77636316095726,0.0,0.06,0.0,Group 1,B,1101518.6861085,1650854.482549,B,0.0,0.06,0.0
6600607690,215.5641743255701,222.2010773323243,225.05787102503933,478.7169627086283,0.18,0.0,0.0,Group 2,A,1100794.9821085,1650586.9105490001,A,0.18,0.0,0.0
26655617,223.79710543336859,222.0619100340448,226.05448880461907,244.36617677572187,0.0,0.0,0.04,Group 1,C,1101287.7961085,1650819.090549,C,0.0,0.0,0.04
6001297408,227.51101769711866,228.73718944469573,229.07349944211072,302.10244079505856,0.09,0.0,0.0,Group 1,A,1100821.8411085,1650892.300549,A,0.09,0.0,0.0
5801027526,223.15995746492973,215.7084429703239,225.67691647010773,439.77636316095726,0.0,0.14,0.0,Group 1,B,1101513.7951085,1650851.5585490002,A,0.14,0.0,0.0
21975551,226.36457386588984,225.1761085748631,227.76626630223942,123.58230624905069,0.0,0.0,0.05,Group 1,C,1101197.9681085,1650863.044549,A,0.05,0.0,0.0
21975448,228.27249457936819,228.61460404730047,227.86711254466692,195.37590197021487,0.0,0.63,0.0,Group 2,B,1100802.5991085,1650746.8595490002,A,0.63,0.0,0.0
6300306305,228.59516146604392,229.66594518037348,229.0068980009375,90.4705936467597,0.17,0.0,0.0,Group 2,A,1100869.0931085,1650700.7145490001,A,0.17,0.0,0.0
6100238504,227.8255891452426,229.06455098445542,228.84142947588577,158.375198825364,0.21,0.0,0.0,Group 2,A,1100916.5211085,1650752.7375490002,A,0.21,0.0,0.0
28466818,228.31593729212207,229.66594518037348,228.81178274406582,122.9749060067597,0.09,0.0,0.0,Group 2,A,1100879.5251085,1650738.108549,C,0.0,0.0,0.09
5700412970,228.31593729212207,229.66594518037348,228.81178274406582,122.9749060067597,0.29,0.0,0.0,Group 2,A,1100877.8001085,1650753.593549,B,0.0,0.29,0.0
6100349429,228.12368064279124,229.66594518037348,228.58861339088008,160.15340708071125,0.05,0.0,0.0,Group 2,A,1100883.8981085,1650786.4715490001,C,0.0,0.0,0.05
19955091,228.09582324065764,229.66594518037348,228.31165991807825,206.29294220081357,0.0,0.0,0.19,Group 2,C,1100896.0711085,1650833.811549,C,0.0,0.0,0.19
5900989030,225.91286445615233,227.55342136229254,226.63374212792868,110.48862158042134,0.0,0.21,0.0,Group 2,B,1100925.3151085,1650597.881549,C,0.0,0.0,0.21
6200919118,225.91286445615233,227.55342136229254,226.63374212792868,110.48862158042134,0.0,0.0,0.14,Group 2,C,1100931.0401085,1650612.385549,A,0.14,0.0,0.0
28463383,223.2078559651546,226.55285793921988,224.8683397555374,222.46860733453045,0.12,0.0,0.0,Group 2,A,1100912.1391085,1650498.030549,A,0.12,0.0,0.0
6200462874,228.19276899824138,229.06455098445542,228.89299431780063,72.28287260305402,0.03,0.0,0.0,Group 2,A,1100943.0501085,1650708.063549,B,0.0,0.03,0.0
6201162486,228.19276899824138,229.06455098445542,228.89299431780063,72.28287260305402,0.24,0.0,0.0,Group 2,A,1100939.4681085,1650712.6535490002,B,0.0,0.24,0.0
6200919115,227.8255891452426,229.06455098445542,228.84142947588577,158.375198825364,0.03,0.0,0.0,Group 2,A,1100906.5091085,1650747.780549,A,0.03,0.0,0.0
6300255299,228.31593729212207,229.66594518037348,228.81178274406582,122.9749060067597,0.18,0.0,0.0,Group 2,A,1100879.4721085,1650742.070549,B,0.0,0.18,0.0
6200462078,228.31508333166107,228.75399030702775,228.04048685810488,174.62701514110796,0.0,0.11,0.0,Group 2,B,1100801.9261085,1650717.482549,C,0.0,0.0,0.11
